정류소아이디,모바일아이디,정류소명,영문명,시도,구군,동,경도,위도,경유노선수,경유노선
7051001500,2354,대구공공시설관리공단앞,Daegu Public Facilities Corporation,대구광역시,남구,대명10동,128.5603346,35.83840532,8,306+518+564+600+623+649+651+서구1
7051003100,2178,대명역(1번출구),Daemyeong Station,대구광역시,남구,대명10동,128.5651533,35.83940477,8,306+518+564+600+623+649+651+서구1
7051003300,20031,대명초등학교건너,Daemyeong Elementary School,대구광역시,남구,대명10동,128.5685986,35.83957787,8,306+518+564+600+623+649+651+서구1
7051003500,2175,KT남대구지사건너1,KT Namdaegu District Office,대구광역시,남구,대명10동,128.5726133,35.8394358,7,306+518+564+623+649+651+서구1
7051003700,2174,안지랑네거리2,Anjirang (4) Junction,대구광역시,남구,대명10동,128.5752234,35.83925563,9,306+410-1+518+564+623+649+651+달서4+서구1
7051005500,638,대구차여성병원건너,Daegu CHA Woman's hospital,대구광역시,남구,대명10동,128.5741051,35.84066823,4,503+623+서구1+순환3-1
7051005700,21228,대명1동행정복지센터건너,Daemyeong 1-dong Community Service Center,대구광역시,남구,대명10동,128.5717354,35.84228743,4,503+623+서구1+순환3-1
7051006000,742,두리봉네거리2,Duribong Junction,대구광역시,남구,대명10동,128.5588594,35.83919405,6,609+618+650+706+836+남구1
7051006100,21227,문화예술회관건너,Culture and Arts Center,대구광역시,남구,대명10동,128.5607568,35.8416537,7,609+618+650+706+805+836+남구1
7041030100,590,앞산궁도장건너,Apsan Archery Field,대구광역시,남구,대명11동,128.5608604,35.82826548,2,750+달서4
7051000900,2142,서부정류장(관문시장앞),Seobu Bus Terminal,대구광역시,남구,대명11동,128.5566318,35.8362732,6,600+609+623+649+706+남구1
7051001000,20029,한영한마음아동병원앞,Hanyoung Children's Hospital,대구광역시,남구,대명11동,128.5557824,35.83484218,8,600+609+650+706+726+750+836+달성2
7051001100,987,앞산궁도장앞,Apsan Archery Field,대구광역시,남구,대명11동,128.5611136,35.8280999,1,달서4-1
7051001300,21215,앞산빨래터공원,Apsan Ppallaeteo Park,대구광역시,남구,대명11동,128.5648755,35.83265242,2,달서4+달성2
7051001600,2143,대구공공시설관리공단건너,Daegu Public Facilities Corporation,대구광역시,남구,대명11동,128.5605564,35.8381782,8,306+518+564+600+623+649+651+서구1-1
7051001700,589,성명119안전센터건너1,Seongmyeong 119 Center,대구광역시,남구,대명11동,128.5585911,35.83319303,2,남구1+달성2
7051001800,20709,성명119안전센터앞,Seongmyeong 119 Center,대구광역시,남구,대명11동,128.5593073,35.83307837,3,750+남구1-1+달성2
7051001900,20710,한마음주유소앞,Hanmaeum Gas Station,대구광역시,남구,대명11동,128.5607188,35.83388052,3,750+남구1-1+달성2
7051002000,20707,한마음주유소건너,Hanmaeum Gas Station,대구광역시,남구,대명11동,128.561286,35.8343495,2,750+남구1
7051013300,585,대덕초등학교,Daedeok Elementary School,대구광역시,남구,대명11동,128.5606761,35.83075013,1,달성2
7051014900,776,골안골,gorangoll,대구광역시,남구,대명11동,128.564771,35.83075812,1,달서4-1
7051015000,778,삼성공원아파트건너,Samsung Park Apts,대구광역시,남구,대명11동,128.5636352,35.82999378,2,달서4+달성2
7051016500,2845,대덕초등학교건너,Daedeok Elementary School,대구광역시,남구,대명11동,128.5606238,35.83066128,1,750
7051016700,20708,성명119안전센터건너2,Seongmyeong 119 Center,대구광역시,남구,대명11동,128.5591767,35.83311167,1,750
7051005400,21212,대구차여성병원앞,Daegu CHA Woman's hospital,대구광역시,남구,대명1동,128.5752923,35.84016382,4,503+623+서구1-1+순환3
7051005600,21213,대명1동행정복지센터앞,Daemyeong 1-dong Community Service Center,대구광역시,남구,대명1동,128.5727131,35.84191405,4,503+623+서구1-1+순환3
7051007600,630,영남이공대학건너,Yeungnam College of Science and Technology,대구광역시,남구,대명1동,128.579953,35.84627498,5,300+306+518+651+달서4
7051007800,631,대구교통방송건너,Daegu TBN,대구광역시,남구,대명1동,128.5798742,35.84177412,5,300+306+518+651+달서4
7001002200,418,명덕네거리1,Myeongdeok (4) Junction,대구광역시,남구,대명2동,128.5920026,35.85675232,5,204+304+509+남구1+순환2-1
7001002700,9139,명덕초등학교건너,Myeongdeok Elementary School,대구광역시,남구,대명2동,128.588122,35.85667662,8,306+509+518+650+706+805+남구1+순환2-1
7051000600,2236,경북여상건너,Kyongbuk Girls' Commercial High School,대구광역시,남구,대명2동,128.590812,35.85515342,5,349+405+410+503+649
7051000700,2221,경북여상앞,Kyongbuk Girls' Commercial High School,대구광역시,남구,대명2동,128.5904984,35.85562315,5,349+405+410-1+503+649
7051008700,2206,대구교육대건너,National University of Education,대구광역시,남구,대명2동,128.5907467,35.85064,5,349+405+410+503+649
7051008800,2222,대구교육대앞,National University of Education,대구광역시,남구,대명2동,128.5904396,35.85172987,5,349+405+410-1+503+649
7001000100,5191,대명시장앞,Daemyeong Market,대구광역시,남구,대명3동,128.5771615,35.85873347,7,509+650+706+805+836+달서4+순환2-1
7001000300,2166,계명대학교대명캠퍼스앞,Keimyung University Daemyeong Campus,대구광역시,남구,대명3동,128.5808087,35.85712228,7,509+650+706+805+836+달서4+순환2-1
7001002900,20833,남산역건너(프린스호텔앞),Namsan Station,대구광역시,남구,대명3동,128.5839741,35.85632937,8,306+509+518+650+706+805+남구1+순환2-1
7051000200,1048,대명공연거리건너,Daemyeong Performing Arts Street,대구광역시,남구,대명3동,128.5832386,35.85411348,7,300+306+518+609+651+남구1+달서4-1
7051000400,1223,대구보건고등학교건너,Daegu Health High School,대구광역시,남구,대명3동,128.5743992,35.85756707,7,618+650+706+805+808+836+달서4
7051006900,21230,굿모닝병원앞,Goodmorning hospital,대구광역시,남구,대명3동,128.57394,35.85328225,7,618+650+706+805+808+836+달서4
7051007100,20084,대명사회복지관건너,Daemyeong Social Welfare Center,대구광역시,남구,대명3동,128.5765457,35.85105123,3,609+808+남구1-1
7051007200,20086,계명대대명캠퍼스후문건너,Keimyung University Daemyeong Campus,대구광역시,남구,대명3동,128.5797171,35.8515553,2,609+남구1
7051007300,20083,계명대학교대명캠퍼스후문앞,Keimyung University Daemyeong Campus,대구광역시,남구,대명3동,128.5804287,35.85187038,3,609+808+남구1-1
7051007400,20882,대구여자상업고등학교건너,Daegu Girls Commercial High School,대구광역시,남구,대명3동,128.5813633,35.85082965,5,300+306+518+651+달서4
7051007500,20883,대구여자상업고등학교앞,Daegu Girls Commercial High School,대구광역시,남구,대명3동,128.5812018,35.85017193,5,300+306+518+651+달서4-1
7051016000,20032,대명공연거리앞,Daemyeong Performing Arts Street,대구광역시,남구,대명3동,128.5830041,35.85450058,8,300+306+518+609+651+808+남구1-1+달서4
7051005800,21229,대구가톨릭대학병원건너,Daegu Catholic University Medical Center,대구광역시,남구,대명4동,128.5694211,35.84454118,4,503+623+서구1-1+순환3
7051005900,2559,대구가톨릭대학병원앞,Daegu Catholic University Medical Center,대구광역시,남구,대명4동,128.5690864,35.84451925,4,503+623+서구1+순환3-1
7051006300,629,두류수영장건너,Duryu Swimming Pool,대구광역시,남구,대명4동,128.5646162,35.84540855,8,609+618+650+706+805+836+급행6+남구1
7051006500,628,문성병원앞,Munseong hospital,대구광역시,남구,대명4동,128.5687555,35.84804292,8,609+618+650+706+805+836+남구1+서구1-1
7051006700,2184,성당시장앞2,Seongdang Market,대구광역시,남구,대명4동,128.5725494,35.85036222,7,609+618+650+706+805+836+남구1
7051007000,20085,대명사회복지관앞,Daemyeong Social Welfare Center,대구광역시,남구,대명4동,128.5757296,35.85098627,2,609+남구1
7051015600,627,성당시장앞1,Seongdang Market,대구광역시,남구,대명4동,128.5711855,35.84952967,1,서구1-1
7051007700,20832,영남이공대학앞,Yeungnam College of Science and Technology,대구광역시,남구,대명5동,128.5801484,35.84643223,5,300+306+518+651+달서4-1
7051007900,20831,대구교통방송앞,Daegu TBN,대구광역시,남구,대명5동,128.5800668,35.84208453,5,300+306+518+651+달서4-1
7051008100,2173,현충로역(4번출구),Hyeonchungno Station,대구광역시,남구,대명5동,128.5817766,35.84123487,6,410-1+503+564+649+남구1+순환3
7051008200,9137,영대병원역(3번출구),Yeungnam University hospital Station,대구광역시,남구,대명5동,128.5891301,35.8447903,6,410-1+503+564+649+남구1+순환3
7051008300,21151,대명5동행정복지센터앞,Daemyeong 5-dong Community Service Center,대구광역시,남구,대명5동,128.587122,35.84359017,3,410+503+649
7051008400,5192,영대병원역,Yeungnam University hospital Station,대구광역시,남구,대명5동,128.5883989,35.84421465,3,564+남구1-1+순환3-1
7051008600,2223,대구고등학교앞,Daegu High School,대구광역시,남구,대명5동,128.5903588,35.84727007,5,349+405+410-1+503+649
7051013400,444,남부경찰서앞,Nambu Police Station,대구광역시,남구,대명5동,128.5858643,35.84319585,6,410-1+503+564+649+남구1+순환3
7051001400,5188,대명역(2번출구),Daemyeong Station,대구광역시,남구,대명6동,128.5639498,35.83897977,8,306+518+564+600+623+649+651+서구1-1
7051002100,772,대명6동행정복지센터건너,Daemyeong 6-dong Community Service Center,대구광역시,남구,대명6동,128.5655518,35.83482925,2,750+남구1-1
7051002200,20706,대명6동행정복지센터앞,Daemyeong 6-dong Community Service Center,대구광역시,남구,대명6동,128.5657887,35.83494012,2,750+남구1
7051002300,20711,대덕천주교회1,Daedeok Catholic Church,대구광역시,남구,대명6동,128.570129,35.83482852,2,750+남구1-1
7051002400,21864,대덕천주교회2,Daedeok Catholic Church,대구광역시,남구,대명6동,128.5706331,35.83494347,2,750+남구1
7051002800,766,대덕천주교회4,Daedeok Catholic Church,대구광역시,남구,대명6동,128.5713004,35.83531562,3,410-1+600+달서4
7051003000,1630,KT남대구지사건너2,KT Namdaegu District Office,대구광역시,남구,대명6동,128.5712934,35.83860818,3,410-1+600+달서4
7051003200,2179,대명초등학교앞,Daemyeong Elementary School,대구광역시,남구,대명6동,128.5677505,35.83926833,8,306+518+564+600+623+649+651+서구1-1
7051004800,775,앞산자락카페마실앞,Apsan Jarak Cafe Masil,대구광역시,남구,대명6동,128.5688307,35.83212143,2,410-1+달서4
7051014200,780,골안골지하보도앞,gorangol Underpass,대구광역시,남구,대명6동,128.5705534,35.831181,2,410-1+달서4-1
7051014500,779,앞산자락카페마실건너,Apsan Jarak Cafe Masil,대구광역시,남구,대명6동,128.5669434,35.83166805,2,달서4+달서4-1
7051016100,774,앞산별자리체험학습장2,Apsan Contellation Experiential Learning Place,대구광역시,남구,대명6동,128.5713189,35.83290077,2,410-1+달서4
7051001200,21204,대덕문화전당앞,Daeduk Culture Center,대구광역시,남구,대명9동,128.5771723,35.83194027,3,410-1+달서4+달서4-1
7051002500,764,대덕천주교회3,Daedeok Catholic Church,대구광역시,남구,대명9동,128.5714141,35.8345317,2,410+달서4-1
7051002700,763,앞산별자리체험학습장1,Apsan Contellation Experiential Learning Place,대구광역시,남구,대명9동,128.5714213,35.8328593,2,410+달서4-1
7051002900,5070,KT남대구지사앞2,KT Namdaegu District Office,대구광역시,남구,대명9동,128.5714385,35.83763765,3,410+600+달서4-1
7051003400,2180,KT남대구지사앞1,KT Namdaegu District Office,대구광역시,남구,대명9동,128.5721915,35.83919695,9,306+410+518+564+623+649+651+달서4-1+서구1-1
7051003600,20030,안지랑네거리1,Anjirang (4) Junction,대구광역시,남구,대명9동,128.5753178,35.8389786,7,306+410+518+564+649+651+달서4-1
7051003800,21164,대명9동행정복지센터앞,Daemyeong 9-dong Community Service Center,대구광역시,남구,대명9동,128.5796779,35.83755528,2,300+남구1
7051003900,21150,대명9동행정복지센터건너,Daemyeong 9-dong Community Service Center,대구광역시,남구,대명9동,128.5798982,35.83821867,2,300+남구1-1
7051004000,21841,남명삼거리1,Nammyeong (3) Junction,대구광역시,남구,대명9동,128.5786958,35.83557783,3,600+750+남구1
7051004100,758,남명삼거리2,Nammyeong (3) Junction,대구광역시,남구,대명9동,128.5778418,35.83549397,3,600+750+남구1-1
7051004200,767,룸비니유치원건너,Lumbini Kindergarten,대구광역시,남구,대명9동,128.5740252,35.83531762,3,600+750+남구1
7051004300,768,룸비니유치원앞,Lumbini Kindergarten,대구광역시,남구,대명9동,128.5741706,35.83523993,3,600+750+남구1-1
7051004400,20001,현충삼거리1,Hyeonchung (3) Junction,대구광역시,남구,대명9동,128.5794734,35.83374147,3,300+600+750
7051004500,760,대명중학교앞,Daemyeong Middle School,대구광역시,남구,대명9동,128.5785491,35.83239823,3,410+달서4+달서4-1
7051004600,21214,대덕문화전당건너,Daeduk Culture Center,대구광역시,남구,대명9동,128.5759265,35.83228652,3,410+달서4+달서4-1
7051004700,762,안지랑골입구건너,Anjiranggol,대구광역시,남구,대명9동,128.5740184,35.8314035,3,410+달서4+달서4-1
7051004900,781,안지랑골입구,Anjiranggol,대구광역시,남구,대명9동,128.5737202,35.83051172,3,410-1+달서4+달서4-1
7051005000,4724,대명중학교건너,Daemyeong Middle School,대구광역시,남구,대명9동,128.579293,35.8323978,3,410-1+달서4+달서4-1
7051005100,21205,남부도서관앞,Nambu Public Library,대구광역시,남구,대명9동,128.5813374,35.83281828,6,300+410-1+600+750+달서4+달서4-1
7051005200,21206,충혼탑앞,Chunghontap,대구광역시,남구,대명9동,128.5851442,35.83304985,6,300+410-1+600+750+달서4+달서4-1
7051005300,753,충혼탑건너,Chunghontap,대구광역시,남구,대명9동,128.584565,35.8333106,6,300+410+600+750+달서4+달서4-1
7051008000,2181,현충로역(3번출구),Hyeonchungno Station,대구광역시,남구,대명9동,128.582318,35.84121492,6,410+503+564+649+남구1-1+순환3-1
7051013000,3141,앞산공원관리사무소앞,Apsan Park Administrative Office,대구광역시,남구,대명9동,128.588914,35.8289803,3,410+남구1+남구1-1
7051013500,21149,현충삼거리2,Hyeonchung (3) Junction,대구광역시,남구,대명9동,128.5796767,35.83418185,3,300+600+750
7051013700,398,앞산공원관리사무소건너,Apsan Park Administrative Office,대구광역시,남구,대명9동,128.588805,35.82875333,3,410-1+남구1+남구1-1
7051014400,21207,앞산공원,Apsan Park,대구광역시,남구,대명9동,128.58916,35.83130812,7,300+410+410-1+600+750+남구1+남구1-1
7051008500,2204,대구고등학교건너,Daegu High School,대구광역시,남구,봉덕1동,128.5906772,35.8466784,5,349+405+410+503+649
7051009000,21211,봉덕1동행정복지센터앞,Bongdeok1-dong Community Service Center,대구광역시,남구,봉덕1동,128.5951084,35.84513238,5,349+405+564+남구1+순환3
7051010800,2956,봉덕시장앞2,Bongdeok Market,대구광역시,남구,봉덕1동,128.6039078,35.84516122,3,240+401+730
7051010900,429,봉덕시장건너3,Bongdeok Market,대구광역시,남구,봉덕1동,128.6040856,35.8455715,3,240+401+730
7051011500,21210,남구청네거리1,Nam-gu Office (4) Junction,대구광역시,남구,봉덕1동,128.599826,35.84483677,2,405+564
7051011700,20881,봉덕시장앞1,Bongdeok Market,대구광역시,남구,봉덕1동,128.6026864,35.84464692,3,240+405+564
7051016800,20877,봉명네거리1,Bongmyeong (4) Junction,대구광역시,남구,봉덕1동,128.598475,35.84844,1,남구1
7051016900,3883,봉명네거리2,Bongmyeong (4) Junction,대구광역시,남구,봉덕1동,128.5986723,35.84832933,2,204+남구1-1
7051017000,3880,봉명네거리3,Bongmyeong (4) Junction,대구광역시,남구,봉덕1동,128.5989166,35.84779362,1,204
7051017100,21208,남구청앞,Nam-gu Office,대구광역시,남구,봉덕1동,128.5982966,35.84616052,1,남구1
7051017200,3879,남구청건너1,Nam-gu Office,대구광역시,남구,봉덕1동,128.5985031,35.84615047,1,남구1-1
7051011000,428,봉덕교회앞,Bongdeok Church,대구광역시,남구,봉덕2동,128.6039927,35.84337655,4,401+405+564+730
7051011100,426,봉덕교회건너,Bongdeok Church,대구광역시,남구,봉덕2동,128.6042516,35.84244658,4,401+405+564+730
7051011200,21160,봉덕2동새마을금고건너,Bongdeok 2-dong Community Credit Cooperative,대구광역시,남구,봉덕2동,128.6038261,35.84175487,1,730
7051011300,609,봉덕2동새마을금고앞,Bongdeok 2-dong Community Credit Cooperative,대구광역시,남구,봉덕2동,128.6033217,35.8419516,1,730
7051011600,21152,봉덕시장건너2,Bongdeok Market,대구광역시,남구,봉덕2동,128.6019998,35.844509,1,240
7051012300,20880,고산골입구,Gosangol,대구광역시,남구,봉덕2동,128.6025056,35.83407623,3,240+349+410-1
7051012400,21144,효성타운앞,Hyosung Town,대구광역시,남구,봉덕2동,128.603585,35.83461332,3,240+349+410
7051012500,21147,중동교1,Jungdonggyo (Bridge),대구광역시,남구,봉덕2동,128.6050126,35.84109995,4,401+405+564+순환3-1
7051014700,20878,봉덕시장건너1,Bongdeok Market,대구광역시,남구,봉덕2동,128.6033502,35.84442227,2,405+564
7051015300,21146,앞산힐스테이트앞,Apsan Hillstate,대구광역시,남구,봉덕2동,128.6012444,35.84068472,1,순환3-1
7051015400,21161,중동교2,Jungdonggyo (Bridge),대구광역시,남구,봉덕2동,128.6053428,35.84139258,1,순환3
7051015500,21159,앞산힐스테이트건너,Apsan Hillstate,대구광역시,남구,봉덕2동,128.601104,35.84092687,1,순환3
7051015900,610,명보약국앞,Myeongbo Pharmacy,대구광역시,남구,봉덕2동,128.6008984,35.84226362,1,730
7061030700,20271,중동서울아파트건너,Jung-dong Seoul Apts,대구광역시,남구,봉덕2동,128.607771,35.84404055,1,가창2
7051008900,9209,봉덕1동행정복지센터건너,Bongdeok1-dong Community Service Center,대구광역시,남구,봉덕3동,128.5942809,35.84500325,5,349+405+564+남구1-1+순환3-1
7051009100,2182,남구청건너2,Nam-gu Office,대구광역시,남구,봉덕3동,128.5973294,35.844808,5,349+405+564+남구1-1+순환3-1
7051009200,3140,대덕맨션앞,Daedeok Mansion,대구광역시,남구,봉덕3동,128.5966446,35.8340131,1,730
7051009300,1631,앞산보성타운건너,Apsan Boseong Town,대구광역시,남구,봉덕3동,128.5950452,35.83579177,1,730
7051009400,1632,앞산태왕아너스건너,Apsan Taewang Honors,대구광역시,남구,봉덕3동,128.5952217,35.83718333,1,730
7051011400,604,명보약국건너,Myeongbo Pharmacy,대구광역시,남구,봉덕3동,128.600276,35.8422104,1,730
7051011800,9138,팔레스호텔앞1,Palace Hotel,대구광역시,남구,봉덕3동,128.5978984,35.84168187,4,349+730+남구1+남구1-1
7051011900,390,경일여자고등학교앞,Gyeongil Girls' High School,대구광역시,남구,봉덕3동,128.5989438,35.83741487,4,240+349+남구1+남구1-1
7051012000,9337,경일여자고등학교건너,Gyeongil Girls' High School,대구광역시,남구,봉덕3동,128.5989861,35.8376872,4,240+349+남구1+남구1-1
7051012100,391,미리내맨션앞,Mirinae Mansion,대구광역시,남구,봉덕3동,128.60023,35.83490667,4,240+349+남구1+남구1-1
7051012200,2633,미리내맨션건너,Mirinae Mansion,대구광역시,남구,봉덕3동,128.60041,35.83503,4,240+349+남구1+남구1-1
7051012800,393,남구종합스포츠타운건너,Nam-gu Sports Complex,대구광역시,남구,봉덕3동,128.597891,35.8328195,3,410+남구1+남구1-1
7051012900,20879,남구종합스포츠타운앞,Nam-gu Sports Complex,대구광역시,남구,봉덕3동,128.5977975,35.83259465,3,410-1+남구1+남구1-1
7051013200,21145,앞산태왕아너스앞,Apsan Taewang Honors,대구광역시,남구,봉덕3동,128.5952017,35.83781,1,730
7051013800,2438,태성맨션앞,Taeseong Mansion,대구광역시,남구,봉덕3동,128.5954413,35.8397189,1,730
7051013900,1633,태성맨션건너,Taeseong Mansion,대구광역시,남구,봉덕3동,128.5952933,35.83960852,1,730
7051014300,2170,팔레스호텔건너,Palace Hotel,대구광역시,남구,봉덕3동,128.5980588,35.84164527,6,240+349+730+남구1+남구1-1+순환3
7051014600,441,팔레스호텔앞2,Palace Hotel,대구광역시,남구,봉덕3동,128.5980377,35.8431412,2,240+순환3-1
7051015700,395,앞산보성타운앞,Apsan Boseong Town,대구광역시,남구,봉덕3동,128.5951494,35.8354686,1,730
7051015800,446,남구청네거리2,Nam-gu Office (4) Junction,대구광역시,남구,봉덕3동,128.5987783,35.84470167,1,240
7051017500,21148,성바울로성당앞,ST.PAUL CATHOLIC CHURCH,대구광역시,남구,봉덕3동,128.594345,35.83321833,3,410+남구1+남구1-1
7051017600,3897,성바울로성당건너,ST.PAUL CATHOLIC CHURCH,대구광역시,남구,봉덕3동,128.5933751,35.83296665,3,410-1+남구1+남구1-1
7001002500,21209,상수도사업본부,Waterworks HQ,대구광역시,남구,이천동,128.5972468,35.85600207,5,204+304+509+남구1+순환2-1
7051009500,2073,대백프라자건너,Debec Plaza,대구광역시,남구,이천동,128.6058352,35.8549233,5,234+304+323-1+509+순환2-1
7051009600,21216,대봉네거리1,Daebong Junction,대구광역시,남구,이천동,128.6025342,35.8543968,3,240+401+730
7051009700,433,대봉네거리2,Daebong Junction,대구광역시,남구,이천동,128.6027634,35.85404898,3,240+401+730
7051009800,20890,대봉교회,Daebong Church,대구광역시,남구,이천동,128.6008179,35.85523523,5,234+304+509+730+순환2-1
7051009900,21203,상수도중남부사업소건너,Waterworks HQ Jung-Nambu Branch,대구광역시,남구,이천동,128.5985933,35.85366167,2,204+남구1-1
7051010000,1034,상수도중남부사업소앞,Waterworks HQ Jung-Nambu Branch,대구광역시,남구,이천동,128.5983885,35.85387017,2,204+남구1
7051010100,21202,미8군후문앞,EUSA,대구광역시,남구,이천동,128.5986517,35.85140167,2,204+남구1-1
7051010200,1011,미8군후문건너,EUSA,대구광역시,남구,이천동,128.5984633,35.85088167,2,204+남구1
7051010400,423,이천새마을금고건너,Icheon Community Credit Cooperative,대구광역시,남구,이천동,128.6042888,35.84707953,3,240+401+730
7051010500,422,이천치안센터건너,Icheon Police Operations Center,대구광역시,남구,이천동,128.6038993,35.84809145,3,240+401+730
7051010600,21162,대구중학교앞,Daegu Middle School,대구광역시,남구,이천동,128.6034878,35.85073402,3,240+401+730
7051010700,21163,대구중학교건너,Daegu Middle School,대구광역시,남구,이천동,128.6032629,35.85103057,3,240+401+730
7051014800,430,희망교1,Huimanggyo (Bridge),대구광역시,남구,이천동,128.6049613,35.84758708,1,204
7051016300,21201,대성유니드앞,Daesung Youneed,대구광역시,남구,이천동,128.6012669,35.84781753,1,204
7051017300,3881,대성유니드건너,Daesung Youneed,대구광역시,남구,이천동,128.602252,35.84760798,1,204
7051017400,3882,희망교2,Huimanggyo(Bridge),대구광역시,남구,이천동,128.6044625,35.84746863,1,204
7061027900,20270,삼환맨션,Samhwan Mansion,대구광역시,남구,이천동,128.6080371,35.84993343,1,가창2
7041002300,934,서남시장건너,Seonam Market,대구광역시,달서구,감삼동,128.5455701,35.85314382,6,405+425+503+509+527+성서2
7041008000,1118,용산네거리1,Yongsan (4) Junction,대구광역시,달서구,감삼동,128.5314725,35.84928452,6,405+425+509+527+달서5+성서2
7041008200,1119,죽전네거리1,Jukjeon (4) Junction,대구광역시,달서구,감삼동,128.5343783,35.849635,6,405+425+509+527+달서5+성서2
7041008400,2277,구병원앞,Goo hospital,대구광역시,달서구,감삼동,128.5417285,35.85166947,6,405+425+503+509+527+성서2
7041008600,20954,우방드림시티건너,Woobang Dream City Apts,대구광역시,달서구,감삼동,128.5373266,35.84661318,3,달서5+서구1+성서2
7041010300,5179,성당코오롱하늘채2,Seongdang Kolon Haneulchae Apts,대구광역시,달서구,감삼동,128.544596,35.84443858,5,156+356+726+750+달서4-1
7041010500,911,대구광역시교육연수원앞,Daegu Education Training Institute,대구광역시,달서구,감삼동,128.545166,35.8471929,5,156+356+726+750+달서4-1
7041010700,5178,감삼초등학교앞,Gamsam Elementary School,대구광역시,달서구,감삼동,128.5462872,35.84885683,5,156+356+726+750+달서4-1
7041010800,20959,두류정수사업소앞,Duryu Water Purification Plant,대구광역시,달서구,감삼동,128.5478947,35.8509949,5,156+356+726+750+달서4
7041010900,907,두류정수사업소건너,Duryu Water Purification Plant,대구광역시,달서구,감삼동,128.5480295,35.85143217,5,156+356+726+750+달서4-1
7041011100,9112,성당코오롱하늘채,Seongdang Kolon Haneulchae Apts,대구광역시,달서구,감삼동,128.5427277,35.84355972,5,306+518+달서4-1+달서5+서구1
7041011300,718,본리초등학교앞,Bolli Elementary School,대구광역시,달서구,감삼동,128.539243,35.84359097,5,306+518+달서4-1+달서5+서구1
7041030600,719,본리초교네거리1,Bolli Elementary School Junction,대구광역시,달서구,감삼동,128.5354503,35.84361833,2,518+달서4-1
7041051400,5177,우방드림시티앞,Woobang Dream City Apts,대구광역시,달서구,감삼동,128.5368932,35.84598638,3,달서5+서구1-1+성서2
7041064600,22023,죽전역(2번출구),Jukjeon Station,대구광역시,달서구,감삼동,128.536895,35.848805,3,달서5+서구1-1+성서2
7041020600,21023,대곡주공8단지건너,Daegok Jugong Apts 8,대구광역시,달서구,도원동,128.5304969,35.80727443,5,618+653+706+726+달서1
7041020700,21771,대곡주공8단지앞,Daegok Jugong Apts 8,대구광역시,달서구,도원동,128.5292614,35.80769163,5,618+653+706+726+달서1
7041020800,21779,교대부설초등학교건너,Daegu Nat'l Univ of Education Attached Elem School,대구광역시,달서구,도원동,128.53151,35.80586413,4,618+653+726+달서1
7041020900,21778,교대부설초등학교앞,Daegu Nat'l Univ of Education Attached Elem School,대구광역시,달서구,도원동,128.5317611,35.80536247,4,618+653+726+달서1
7041021000,21777,대곡주공7단지앞,Daegok Jugong Apts 7,대구광역시,달서구,도원동,128.533676,35.80430448,4,618+653+726+달서1
7041021100,21776,대곡주공6단지앞,Daegok Jugong Apts 6,대구광역시,달서구,도원동,128.5335575,35.80447135,4,618+653+726+달서1
7041021200,21775,대곡강산타운건너,Daegok Gangsan Town,대구광역시,달서구,도원동,128.5353175,35.8051549,7,306+618+649+653+726+달서1+달서3
7041021300,21013,대곡중학교앞,Daegok Middle School,대구광역시,달서구,도원동,128.5332673,35.80699907,1,706
7041021400,21770,대곡중학교건너,Daegok Middle School,대구광역시,달서구,도원동,128.5328581,35.8073036,1,706
7041021500,21024,대곡사계절타운건너,Daegok Sagyejeol Town,대구광역시,달서구,도원동,128.5381089,35.80650018,5,649+653+706+달서1+달서3
7041021600,21769,대곡사계절타운앞,Daegok Sagyejeol Town,대구광역시,달서구,도원동,128.5383645,35.80674003,5,649+653+706+달서1+달서3
7041021700,21768,대곡주공2단지앞,Daegok Jugong Apts 2,대구광역시,달서구,도원동,128.5404025,35.80625403,5,649+653+706+달서1+달서3
7041021800,21767,대곡주공1단지앞,Daegok Jugong Apts 1,대구광역시,달서구,도원동,128.5406926,35.8065035,5,649+653+706+달서1+달서3
7041021900,5009,기업은행대곡지점앞,IBK Daegok Branch,대구광역시,달서구,도원동,128.5359983,35.80840833,3,306+618+726
7041022000,968,기업은행대곡지점건너,IBK Daegok Branch,대구광역시,달서구,도원동,128.535719,35.80807995,3,306+618+726
7041029700,972,보훈병원건너,Veterans hospital,대구광역시,달서구,도원동,128.5506148,35.80235502,1,356
7041029800,21007,보훈병원앞,Veterans hospital,대구광역시,달서구,도원동,128.5508808,35.80297292,1,356
7041031800,21012,토지주택공사건너,Land and Housing Corporation,대구광역시,달서구,도원동,128.5458,35.80841667,5,649+653+706+달서1+달서3
7041031900,21008,토지주택공사앞,Land and Housing Corporation,대구광역시,달서구,도원동,128.5448984,35.8080707,5,649+653+706+달서1+달서3
7041032000,21006,월광수변공원,Wolgwang Waterside Park,대구광역시,달서구,도원동,128.5486416,35.79855075,1,356
7041038200,963,대곡강산타운,Daegok Gangsan Town,대구광역시,달서구,도원동,128.5355441,35.8050947,7,306+618+649+653+726+달서1+달서3
7041059500,3862,대곡주공5단지앞,Daegok Jugong Apts 5,대구광역시,달서구,도원동,128.5314423,35.80951007,1,306
7041059600,3863,대곡주공5단지건너,Daegok Jugong Apts 5,대구광역시,달서구,도원동,128.5323095,35.8098926,1,306
7041061400,4079,대곡고등학교앞,Daegok High School,대구광역시,달서구,도원동,128.5373822,35.80389807,3,306+649+달서3
